replay_index,image,frame_id,host_monotonic_s,frame_gap8_timestamp,inference_ms,max_q,max_probability,mean_probability,center_q,center_probability,center_unsafe,obstacle_cells,largest_cluster,deployed_obstacle_cells,deployed_largest_cluster,box_source,box_cells,box_x0,box_y0,box_x1,box_y1,avoidance_side,line_grid_x,line_pixel_x,q_map_8x10,probability_map_8x10,unsafe_map_8x10
45,frames/frame_000045.pgm,96,10.872655,20698547,2.930,51,0.701749,0.138236,36,0.013977,0,2,2,34,21,largest,2,9,3,10,5,none,-1,-1,36 32 32 31 28 30 31 29 31 32 39 37 36 36 32 29 35 34 38 44 39 35 35 36 34 32 34 35 40 49 44 37 37 37 37 33 32 35 43 51 44 43 38 41 38 36 37 37 43 51 47 42 41 42 41 42 44 44 47 49 45 47 43 44 41 43 46 46 50 50 46 47 44 41 41 43 45 46 49 46,0.013977 0.003614 0.003614 0.002573 0.000927 0.001831 0.002573 0.001303 0.002573 0.003614 0.037910 0.019542 0.013977 0.013977 0.003614 0.001303 0.009981 0.007119 0.027260 0.178006 0.037910 0.009981 0.009981 0.013977 0.007119 0.003614 0.007119 0.009981 0.052496 0.543404 0.178006 0.019542 0.019542 0.019542 0.019542 0.005073 0.003614 0.009981 0.133460 0.701749 0.178006 0.133460 0.027260 0.072272 0.027260 0.013977 0.019542 0.019542 0.133460 0.701749 0.375772 0.098722 0.072272 0.098722 0.072272 0.098722 0.178006 0.178006 0.375772 0.543404 0.233416 0.375772 0.133460 0.178006 0.072272 0.133460 0.299784 0.299784 0.625942 0.625942 0.299784 0.375772 0.178006 0.072272 0.072272 0.133460 0.233416 0.299784 0.543404 0.299784,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
46,frames/frame_000046.pgm,97,10.884471,20731872,2.988,54,0.867384,0.159664,37,0.019542,0,3,3,47,47,largest,3,9,2,10,5,none,-1,-1,37 34 36 34 30 28 33 31 32 36 44 39 37 40 36 31 38 35 38 45 42 40 39 40 39 35 38 37 42 51 47 42 40 42 42 38 36 35 43 54 48 47 44 47 41 37 39 37 46 52 49 42 44 44 42 42 43 42 45 50 45 47 46 45 42 43 45 44 47 46 45 46 44 43 42 42 43 44 47 42,0.019542 0.007119 0.013977 0.007119 0.001831 0.000927 0.005073 0.002573 0.003614 0.013977 0.178006 0.037910 0.019542 0.052496 0.013977 0.002573 0.027260 0.009981 0.027260 0.233416 0.098722 0.052496 0.037910 0.052496 0.037910 0.009981 0.027260 0.019542 0.098722 0.701749 0.375772 0.098722 0.052496 0.098722 0.098722 0.027260 0.013977 0.009981 0.133460 0.867384 0.458412 0.375772 0.178006 0.375772 0.072272 0.019542 0.037910 0.019542 0.299784 0.767890 0.543404 0.098722 0.178006 0.178006 0.098722 0.098722 0.133460 0.098722 0.233416 0.625942 0.233416 0.375772 0.299784 0.233416 0.098722 0.133460 0.233416 0.178006 0.375772 0.299784 0.233416 0.299784 0.178006 0.133460 0.098722 0.098722 0.133460 0.178006 0.375772 0.098722,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
47,frames/frame_000047.pgm,98,10.963468,20765197,2.932,49,0.543404,0.080022,33,0.005073,0,0,0,20,11,none,0,-1,-1,-1,-1,none,-1,-1,36 31 32 32 27 25 27 26 29 34 40 37 34 37 31 26 32 30 36 42 38 33 34 36 34 30 30 32 42 47 44 37 36 37 37 32 29 29 41 48 43 40 39 40 37 33 36 33 43 49 45 41 40 40 37 38 39 38 43 47 45 46 42 40 36 38 40 39 46 46 46 47 43 40 38 38 40 40 46 40,0.013977 0.002573 0.003614 0.003614 0.000659 0.000334 0.000659 0.000469 0.001303 0.007119 0.052496 0.019542 0.007119 0.019542 0.002573 0.000469 0.003614 0.001831 0.013977 0.098722 0.027260 0.005073 0.007119 0.013977 0.007119 0.001831 0.001831 0.003614 0.098722 0.375772 0.178006 0.019542 0.013977 0.019542 0.019542 0.003614 0.001303 0.001303 0.072272 0.458412 0.133460 0.052496 0.037910 0.052496 0.019542 0.005073 0.013977 0.005073 0.133460 0.543404 0.233416 0.072272 0.052496 0.052496 0.019542 0.027260 0.037910 0.027260 0.133460 0.375772 0.233416 0.299784 0.098722 0.052496 0.013977 0.027260 0.052496 0.037910 0.299784 0.299784 0.299784 0.375772 0.133460 0.052496 0.027260 0.027260 0.052496 0.052496 0.299784 0.052496,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
48,frames/frame_000048.pgm,99,10.996595,20798522,2.972,47,0.375772,0.084802,37,0.019542,0,0,0,32,31,none,0,-1,-1,-1,-1,none,-1,-1,37 33 32 30 27 26 27 27 32 34 42 36 35 35 31 26 30 31 37 40 39 34 35 36 33 32 31 35 42 45 40 38 38 38 38 33 31 32 43 45 40 40 42 43 39 37 37 37 44 44 44 39 42 42 42 42 43 43 44 44 43 45 43 41 41 44 45 44 46 44 46 44 41 40 41 43 47 45 47 39,0.019542 0.005073 0.003614 0.001831 0.000659 0.000469 0.000659 0.000659 0.003614 0.007119 0.098722 0.013977 0.009981 0.009981 0.002573 0.000469 0.001831 0.002573 0.019542 0.052496 0.037910 0.007119 0.009981 0.013977 0.005073 0.003614 0.002573 0.009981 0.098722 0.233416 0.052496 0.027260 0.027260 0.027260 0.027260 0.005073 0.002573 0.003614 0.133460 0.233416 0.052496 0.052496 0.098722 0.133460 0.037910 0.019542 0.019542 0.019542 0.178006 0.178006 0.178006 0.037910 0.098722 0.098722 0.098722 0.098722 0.133460 0.133460 0.178006 0.178006 0.133460 0.233416 0.133460 0.072272 0.072272 0.178006 0.233416 0.178006 0.299784 0.178006 0.299784 0.178006 0.072272 0.052496 0.072272 0.133460 0.375772 0.233416 0.375772 0.037910,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
49,frames/frame_000049.pgm,100,11.086246,20831848,2.739,49,0.543404,0.116157,39,0.037910,0,0,0,35,34,none,0,-1,-1,-1,-1,none,-1,-1,36 33 31 29 27 27 31 29 31 32 39 35 34 34 31 30 35 34 36 39 37 37 36 36 34 35 34 36 41 42 41 39 37 36 38 34 33 33 42 40 42 43 43 42 39 39 38 38 42 41 48 41 46 45 45 44 45 43 43 42 46 48 48 46 45 47 47 45 44 42 47 46 43 43 45 47 49 46 45 38,0.013977 0.005073 0.002573 0.001303 0.000659 0.000659 0.002573 0.001303 0.002573 0.003614 0.037910 0.009981 0.007119 0.007119 0.002573 0.001831 0.009981 0.007119 0.013977 0.037910 0.019542 0.019542 0.013977 0.013977 0.007119 0.009981 0.007119 0.013977 0.072272 0.098722 0.072272 0.037910 0.019542 0.013977 0.027260 0.007119 0.005073 0.005073 0.098722 0.052496 0.098722 0.133460 0.133460 0.098722 0.037910 0.037910 0.027260 0.027260 0.098722 0.072272 0.458412 0.072272 0.299784 0.233416 0.233416 0.178006 0.233416 0.133460 0.133460 0.098722 0.299784 0.458412 0.458412 0.299784 0.233416 0.375772 0.375772 0.233416 0.178006 0.098722 0.375772 0.299784 0.133460 0.133460 0.233416 0.375772 0.543404 0.299784 0.233416 0.027260,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
50,frames/frame_000050.pgm,101,11.105777,20865173,2.811,50,0.625942,0.097472,39,0.037910,0,0,0,30,26,none,0,-1,-1,-1,-1,none,-1,-1,38 34 32 31 29 28 30 29 29 29 42 37 36 35 32 30 35 34 36 38 39 37 38 36 34 33 32 35 43 40 42 41 39 37 38 34 34 33 42 39 41 42 44 41 40 39 37 36 41 39 46 41 45 44 43 42 44 40 41 40 46 47 47 44 44 46 46 43 42 40 46 44 42 43 46 47 50 46 44 36,0.027260 0.007119 0.003614 0.002573 0.001303 0.000927 0.001831 0.001303 0.001303 0.001303 0.098722 0.019542 0.013977 0.009981 0.003614 0.001831 0.009981 0.007119 0.013977 0.027260 0.037910 0.019542 0.027260 0.013977 0.007119 0.005073 0.003614 0.009981 0.133460 0.052496 0.098722 0.072272 0.037910 0.019542 0.027260 0.007119 0.007119 0.005073 0.098722 0.037910 0.072272 0.098722 0.178006 0.072272 0.052496 0.037910 0.019542 0.013977 0.072272 0.037910 0.299784 0.072272 0.233416 0.178006 0.133460 0.098722 0.178006 0.052496 0.072272 0.052496 0.299784 0.375772 0.375772 0.178006 0.178006 0.299784 0.299784 0.133460 0.098722 0.052496 0.299784 0.178006 0.098722 0.133460 0.299784 0.375772 0.625942 0.299784 0.178006 0.013977,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
51,frames/frame_000051.pgm,103,11.422619,20931854,2.698,49,0.543404,0.067910,33,0.005073,0,0,0,20,15,none,0,-1,-1,-1,-1,none,-1,-1,37 31 29 28 25 23 26 28 31 34 38 35 33 31 25 26 29 33 39 44 37 36 34 33 30 28 30 36 44 46 38 36 34 33 32 25 26 35 45 46 38 39 39 34 33 33 34 39 49 47 44 39 40 38 38 39 37 40 46 45 46 44 42 38 38 42 39 40 43 41 45 41 37 38 39 42 42 43 44 35,0.019542 0.002573 0.001303 0.000927 0.000334 0.000169 0.000469 0.000927 0.002573 0.007119 0.027260 0.009981 0.005073 0.002573 0.000334 0.000469 0.001303 0.005073 0.037910 0.178006 0.019542 0.013977 0.007119 0.005073 0.001831 0.000927 0.001831 0.013977 0.178006 0.299784 0.027260 0.013977 0.007119 0.005073 0.003614 0.000334 0.000469 0.009981 0.233416 0.299784 0.027260 0.037910 0.037910 0.007119 0.005073 0.005073 0.007119 0.037910 0.543404 0.375772 0.178006 0.037910 0.052496 0.027260 0.027260 0.037910 0.019542 0.052496 0.299784 0.233416 0.299784 0.178006 0.098722 0.027260 0.027260 0.098722 0.037910 0.052496 0.133460 0.072272 0.233416 0.072272 0.019542 0.027260 0.037910 0.098722 0.098722 0.133460 0.178006 0.009981,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
52,frames/frame_000052.pgm,104,11.489548,20965179,2.734,49,0.543404,0.082588,37,0.019542,0,0,0,29,18,none,0,-1,-1,-1,-1,none,-1,-1,39 36 32 30 26 26 28 29 32 33 42 40 40 37 29 29 30 32 36 39 40 41 41 39 32 31 32 35 43 45 43 44 42 41 37 32 31 35 44 45 40 43 46 40 39 37 35 39 49 45 43 41 44 41 41 42 41 42 46 44 42 44 42 41 42 43 41 41 45 44 41 39 38 39 40 42 42 42 45 36,0.037910 0.013977 0.003614 0.001831 0.000469 0.000469 0.000927 0.001303 0.003614 0.005073 0.098722 0.052496 0.052496 0.019542 0.001303 0.001303 0.001831 0.003614 0.013977 0.037910 0.052496 0.072272 0.072272 0.037910 0.003614 0.002573 0.003614 0.009981 0.133460 0.233416 0.133460 0.178006 0.098722 0.072272 0.019542 0.003614 0.002573 0.009981 0.178006 0.233416 0.052496 0.133460 0.299784 0.052496 0.037910 0.019542 0.009981 0.037910 0.543404 0.233416 0.133460 0.072272 0.178006 0.072272 0.072272 0.098722 0.072272 0.098722 0.299784 0.178006 0.098722 0.178006 0.098722 0.072272 0.098722 0.133460 0.072272 0.072272 0.233416 0.178006 0.072272 0.037910 0.027260 0.037910 0.052496 0.098722 0.098722 0.098722 0.233416 0.013977,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
53,frames/frame_000053.pgm,106,11.532916,21031829,4.617,50,0.625942,0.089236,40,0.052496,0,0,0,31,30,none,0,-1,-1,-1,-1,none,-1,-1,39 35 33 32 31 29 31 32 34 33 40 37 38 36 32 33 36 38 40 43 39 39 37 37 35 36 37 40 45 46 42 40 38 39 39 36 37 39 44 46 40 41 41 39 40 40 39 42 50 47 44 40 41 42 42 42 44 43 46 45 43 43 43 42 42 44 42 42 45 42 41 39 38 39 41 43 44 43 45 35,0.037910 0.009981 0.005073 0.003614 0.002573 0.001303 0.002573 0.003614 0.007119 0.005073 0.052496 0.019542 0.027260 0.013977 0.003614 0.005073 0.013977 0.027260 0.052496 0.133460 0.037910 0.037910 0.019542 0.019542 0.009981 0.013977 0.019542 0.052496 0.233416 0.299784 0.098722 0.052496 0.027260 0.037910 0.037910 0.013977 0.019542 0.037910 0.178006 0.299784 0.052496 0.072272 0.072272 0.037910 0.052496 0.052496 0.037910 0.098722 0.625942 0.375772 0.178006 0.052496 0.072272 0.098722 0.098722 0.098722 0.178006 0.133460 0.299784 0.233416 0.133460 0.133460 0.133460 0.098722 0.098722 0.178006 0.098722 0.098722 0.233416 0.098722 0.072272 0.037910 0.027260 0.037910 0.072272 0.133460 0.178006 0.133460 0.233416 0.009981,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
54,frames/frame_000054.pgm,109,11.636383,21131835,2.904,51,0.701749,0.115973,37,0.019542,0,2,1,26,23,largest,1,9,3,10,4,none,-1,-1,37 34 35 36 34 34 32 34 37 37 38 37 40 39 33 35 36 35 40 42 39 39 40 38 34 36 36 41 48 49 41 40 37 40 37 36 37 43 49 51 40 42 37 39 39 37 38 47 51 49 41 42 39 39 40 40 41 45 50 45 41 41 40 40 43 43 42 43 47 43 42 39 40 41 43 43 44 45 46 36,0.019542 0.007119 0.009981 0.013977 0.007119 0.007119 0.003614 0.007119 0.019542 0.019542 0.027260 0.019542 0.052496 0.037910 0.005073 0.009981 0.013977 0.009981 0.052496 0.098722 0.037910 0.037910 0.052496 0.027260 0.007119 0.013977 0.013977 0.072272 0.458412 0.543404 0.072272 0.052496 0.019542 0.052496 0.019542 0.013977 0.019542 0.133460 0.543404 0.701749 0.052496 0.098722 0.019542 0.037910 0.037910 0.019542 0.027260 0.375772 0.701749 0.543404 0.072272 0.098722 0.037910 0.037910 0.052496 0.052496 0.072272 0.233416 0.625942 0.233416 0.072272 0.072272 0.052496 0.052496 0.133460 0.133460 0.098722 0.133460 0.375772 0.133460 0.098722 0.037910 0.052496 0.072272 0.133460 0.133460 0.178006 0.233416 0.299784 0.013977,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
55,frames/frame_000055.pgm,117,11.664243,21398468,2.767,49,0.543404,0.075200,34,0.007119,0,0,0,16,15,none,0,-1,-1,-1,-1,none,-1,-1,37 34 31 30 28 28 29 32 38 38 37 34 36 33 28 29 32 36 41 45 36 34 36 34 29 29 34 39 45 49 38 35 35 36 32 29 33 41 47 49 37 36 33 35 36 34 36 46 48 45 39 37 34 33 36 37 37 41 45 41 37 36 37 37 41 41 42 43 47 39 39 35 38 37 43 41 44 45 48 36,0.019542 0.007119 0.002573 0.001831 0.000927 0.000927 0.001303 0.003614 0.027260 0.027260 0.019542 0.007119 0.013977 0.005073 0.000927 0.001303 0.003614 0.013977 0.072272 0.233416 0.013977 0.007119 0.013977 0.007119 0.001303 0.001303 0.007119 0.037910 0.233416 0.543404 0.027260 0.009981 0.009981 0.013977 0.003614 0.001303 0.005073 0.072272 0.375772 0.543404 0.019542 0.013977 0.005073 0.009981 0.013977 0.007119 0.013977 0.299784 0.458412 0.233416 0.037910 0.019542 0.007119 0.005073 0.013977 0.019542 0.019542 0.072272 0.233416 0.072272 0.019542 0.013977 0.019542 0.019542 0.072272 0.072272 0.098722 0.133460 0.375772 0.037910 0.037910 0.009981 0.027260 0.019542 0.133460 0.072272 0.178006 0.233416 0.458412 0.013977,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
56,frames/frame_000056.pgm,119,12.679400,21465118,2.737,53,0.823062,0.116807,30,0.001831,0,3,2,24,24,largest,2,7,4,9,5,none,-1,-1,36 30 28 26 24 26 26 31 36 37 36 32 31 29 23 27 30 39 43 46 33 31 32 30 25 26 35 44 49 50 35 32 32 33 28 26 37 45 50 52 34 32 30 32 31 30 41 52 53 49 34 33 32 32 35 37 39 48 48 45 34 35 34 37 42 41 42 47 48 42 38 33 34 36 42 42 44 46 46 36,0.013977 0.001831 0.000927 0.000469 0.000237 0.000469 0.000469 0.002573 0.013977 0.019542 0.013977 0.003614 0.002573 0.001303 0.000169 0.000659 0.001831 0.037910 0.133460 0.299784 0.005073 0.002573 0.003614 0.001831 0.000334 0.000469 0.009981 0.178006 0.543404 0.625942 0.009981 0.003614 0.003614 0.005073 0.000927 0.000469 0.019542 0.233416 0.625942 0.767890 0.007119 0.003614 0.001831 0.003614 0.002573 0.001831 0.072272 0.767890 0.823062 0.543404 0.007119 0.005073 0.003614 0.003614 0.009981 0.019542 0.037910 0.458412 0.458412 0.233416 0.007119 0.009981 0.007119 0.019542 0.098722 0.072272 0.098722 0.375772 0.458412 0.098722 0.027260 0.005073 0.007119 0.013977 0.098722 0.098722 0.178006 0.299784 0.299784 0.013977,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
57,frames/frame_000057.pgm,120,19.195777,21498474,2.676,51,0.701749,0.102695,34,0.007119,0,1,1,23,23,largest,1,8,4,9,5,none,-1,-1,39 34 33 31 31 32 29 31 36 36 38 35 36 35 30 31 32 35 41 44 39 34 37 36 31 31 34 40 48 46 41 37 37 38 33 30 35 42 48 50 41 38 35 36 36 34 38 48 51 46 39 38 37 38 39 39 40 44 48 44 38 40 39 40 43 43 44 44 49 43 40 38 39 39 42 43 45 46 48 37,0.037910 0.007119 0.005073 0.002573 0.002573 0.003614 0.001303 0.002573 0.013977 0.013977 0.027260 0.009981 0.013977 0.009981 0.001831 0.002573 0.003614 0.009981 0.072272 0.178006 0.037910 0.007119 0.019542 0.013977 0.002573 0.002573 0.007119 0.052496 0.458412 0.299784 0.072272 0.019542 0.019542 0.027260 0.005073 0.001831 0.009981 0.098722 0.458412 0.625942 0.072272 0.027260 0.009981 0.013977 0.013977 0.007119 0.027260 0.458412 0.701749 0.299784 0.037910 0.027260 0.019542 0.027260 0.037910 0.037910 0.052496 0.178006 0.458412 0.178006 0.027260 0.052496 0.037910 0.052496 0.133460 0.133460 0.178006 0.178006 0.543404 0.133460 0.052496 0.027260 0.037910 0.037910 0.098722 0.133460 0.233416 0.299784 0.458412 0.019542,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
58,frames/frame_000058.pgm,123,19.197030,21598449,2.813,51,0.701749,0.100947,26,0.000469,0,2,2,20,20,largest,2,7,4,9,5,none,-1,-1,33 29 25 25 23 27 26 31 35 38 31 27 28 27 20 25 33 38 41 46 28 27 31 27 22 27 36 42 48 48 30 24 29 28 23 23 39 46 47 48 29 26 25 29 26 26 44 51 51 47 30 27 26 31 34 35 40 49 49 42 31 32 31 36 39 38 42 48 49 39 33 32 30 34 39 39 42 47 47 36,0.005073 0.001303 0.000334 0.000334 0.000169 0.000659 0.000469 0.002573 0.009981 0.027260 0.002573 0.000659 0.000927 0.000659 0.000061 0.000334 0.005073 0.027260 0.072272 0.299784 0.000927 0.000659 0.002573 0.000659 0.000120 0.000659 0.013977 0.098722 0.458412 0.458412 0.001831 0.000237 0.001303 0.000927 0.000169 0.000169 0.037910 0.299784 0.375772 0.458412 0.001303 0.000469 0.000334 0.001303 0.000469 0.000469 0.178006 0.701749 0.701749 0.375772 0.001831 0.000659 0.000469 0.002573 0.007119 0.009981 0.052496 0.543404 0.543404 0.098722 0.002573 0.003614 0.002573 0.013977 0.037910 0.027260 0.098722 0.458412 0.543404 0.037910 0.005073 0.003614 0.001831 0.007119 0.037910 0.037910 0.098722 0.375772 0.375772 0.013977,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
59,frames/frame_000059.pgm,124,22.025638,21631774,2.732,48,0.458412,0.052405,32,0.003614,0,0,0,14,14,none,0,-1,-1,-1,-1,none,-1,-1,33 31 28 29 26 28 27 28 30 33 32 30 29 29 23 31 34 34 34 36 28 28 30 29 27 30 39 39 42 39 30 26 28 30 29 29 40 42 43 41 30 26 28 30 34 32 44 45 45 41 30 30 27 32 37 38 41 45 44 38 32 33 32 36 39 40 45 46 48 37 33 33 30 33 38 41 45 47 47 36,0.005073 0.002573 0.000927 0.001303 0.000469 0.000927 0.000659 0.000927 0.001831 0.005073 0.003614 0.001831 0.001303 0.001303 0.000169 0.002573 0.007119 0.007119 0.007119 0.013977 0.000927 0.000927 0.001831 0.001303 0.000659 0.001831 0.037910 0.037910 0.098722 0.037910 0.001831 0.000469 0.000927 0.001831 0.001303 0.001303 0.052496 0.098722 0.133460 0.072272 0.001831 0.000469 0.000927 0.001831 0.007119 0.003614 0.178006 0.233416 0.233416 0.072272 0.001831 0.001831 0.000659 0.003614 0.019542 0.027260 0.072272 0.233416 0.178006 0.027260 0.003614 0.005073 0.003614 0.013977 0.037910 0.052496 0.233416 0.299784 0.458412 0.019542 0.005073 0.005073 0.001831 0.005073 0.027260 0.072272 0.233416 0.375772 0.375772 0.013977,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
